Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
10,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,16,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,16106,16106,208,6212,1055,99392,3583755867696179,3583710832630390,3583710832634870,3583755867804438
11,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,18,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12225962,12225962,1600000,81600000,11657308,1305606944,3583755867832788,3583710832683510,3583710840327861,3583755875640947
12,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,20,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,20950,20950,208,7364,1233,117824,3583755875795085,3583710840431382,3583710840436022,3583755875903204
13,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,21,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,16366,16366,208,7364,1210,117824,3583755875909964,3583710840481302,3583710840485302,3583755876033403
14,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,23,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,13268958,13268958,1600000,81600000,11656146,1305605832,3583755876041483,3583710840523862,3583710848771256,3583755884503916
15,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,25,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,20752,20752,208,8516,1325,136256,3583755884672774,3583710848887577,3583710848892377,3583755884793493
16,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,26,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,16753,16753,208,8516,1311,136256,3583755884800353,3583710848933497,3583710848937497,3583755884916612
17,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,28,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,13327758,13327758,1600000,81600000,11655241,1305605864,3583755884944862,3583710848974777,3583710857214171,3583755893427054
18,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,30,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22116,22116,208,9668,1241,154688,3583755893577303,3583710857308732,3583710857313692,3583755893682272
19,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,31,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,16967,16967,208,9668,1433,154688,3583755893687862,3583710857346972,3583710857351452,3583755893798031
20,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,33,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,13973008,13973008,1600000,81600000,11660884,1305605060,3583755893822051,3583710857385732,3583710866081422,3583755902670590
21,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,35,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,21326,21326,208,10820,1382,173120,3583755902851798,3583710866171662,3583710866176462,3583755902970247
22,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,36,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,17242,17242,208,10820,1611,173120,3583755902976717,3583710866217902,3583710866222382,3583755903100556
23,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,38,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12012447,12012447,1600000,81600000,11662819,1305607000,3583755903129236,3583710866261582,3583710873781270,3583755910828006
24,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,40,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22191,22191,208,11972,1814,191552,3583755910988724,3583710873870391,3583710873875671,3583755911107663
25,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,41,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,17791,17791,208,11972,1812,191552,3583755911112523,3583710873897111,3583710873901911,3583755911222072
26,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,43,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,11994152,11994152,1600000,81600000,11652157,1305607300,3583755911256442,3583710873923991,3583710881451839,3583755918932241
27,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,45,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22537,22537,208,13124,1865,209984,3583755919092300,3583710881539039,3583710881544479,3583755919197799
28,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,46,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,18688,18688,208,13124,1922,209984,3583755919202609,3583710881574239,3583710881579839,3583755919314388
29,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,48,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12281196,12281196,1600000,81600000,11656250,1305607292,3583755919335628,3583710881613760,3583710889303208,3583755927188566
30,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,50,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22774,22774,208,14276,2018,228416,3583755927353095,3583710889394249,3583710889400009,3583755927452774
31,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,51,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,21927,21927,208,14276,2026,228420,3583755927456534,3583710889426889,3583710889433129,3583755927619502
32,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,53,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12271723,12271723,1600000,81600000,11654101,1305606332,3583755927663662,3583710889465289,3583710897163218,3583755935518820
33,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,55,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22416,22416,208,15428,2216,246848,3583755935695078,3583710897262898,3583710897268818,3583755935799457
34,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,56,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22160,22160,208,15428,2349,246848,3583755935803697,3583710897303378,3583710897309778,3583755936009385
35,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,58,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,11953588,11953588,1600000,81600000,11656679,1305606468,3583755936046385,3583710897345778,3583710904838586,3583755943722455
36,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,60,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22589,22589,208,16580,2515,265280,3583755943875674,3583710904929307,3583710904935707,3583755943975333
37,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,61,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,19885,19885,208,16580,2520,265284,3583755943978923,3583710904958107,3583710904964827,3583755944111882
38,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,63,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,11915349,11915349,1600000,81600000,11664257,1305607924,3583755944135661,3583710904986747,3583710912501955,3583755951766472
39,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,65,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23200,23200,208,17732,2648,283712,3583755951933430,3583710912590756,3583710912596836,3583755952048489
40,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,66,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23037,23037,208,17732,2832,283712,3583755952055639,3583710912605636,3583710912612356,3583755952238697
41,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,68,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,11868670,11868670,1600000,81600000,11659296,1305607364,3583755952280567,3583710912645156,3583710920147724,3583755959892787
42,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,70,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23762,23762,208,18884,2630,302144,3583755960094326,3583710920284844,3583710920291564,3583755960210855
43,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,71,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23083,23083,208,18884,2776,302144,3583755960225195,3583710920308684,3583710920315404,3583755960416563
44,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,73,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12725473,12725473,1600000,81600000,11655474,1305616320,3583755960460762,3583710920338445,3583710928292374,3583755968565618
45,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,75,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23516,23516,208,20036,2781,320576,3583755968712907,3583710928388374,3583710928395094,3583755968811116
46,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,76,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,21660,21660,208,20036,2914,320576,3583755968813786,3583710928422614,3583710928429814,3583755968923945
47,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,78,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,11898562,11898562,1600000,81600000,11658605,1305607840,3583755968955964,3583710928451450,3583710935941063,3583755976584365
48,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,80,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,24446,24446,208,21188,3229,339012,3583755976737384,3583710936037223,3583710936044103,3583755976842392
49,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,81,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,22416,22416,208,21188,2950,339008,3583755976843752,3583710936071623,3583710936078983,3583755976947402
50,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,83,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12052156,12052156,1600000,81600000,11662814,1305608372,3583755976974571,3583710936101063,3583710943712116,3583755984700641
51,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,85,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,24668,24668,208,22340,2986,357440,3583755984923419,3583710943800276,3583710943807156,3583755985070657
52,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,86,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,24485,24485,208,22340,3376,357444,3583755985077877,3583710943846996,3583710943854996,3583755985268766
53,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,88,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,11964527,11964527,1600000,81600000,11661260,1305606984,3583755985312645,3583710943881716,3583710951480290,3583755993013325
54,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,90,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,24723,24723,208,23492,3399,375872,3583755993181493,3583710951586850,3583710951594050,3583755993283262
55,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,91,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23485,23485,208,23492,3413,375872,3583755993284962,3583710951632610,3583710951640930,3583755993404571
56,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,93,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12388768,12388768,1600000,81600000,11654746,1305616896,3583755993422941,3583710951690210,3583710959455824,3583756001342099
57,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,95,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,26002,26002,208,25796,3828,412740,3583756001501607,3583710959715344,3583710959722864,3583756001604317
58,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,96,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,25714,25714,208,25796,3634,412736,3583756001606856,3583710959753744,3583710959762224,3583756001717765
59,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,98,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12731377,12731377,1600000,81600000,11656431,1305614120,3583756001743095,3583710959786864,3583710967883679,3583756009874911
60,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,100,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,26339,26339,208,28100,4043,449600,3583756010076369,3583710968002079,3583710968010079,3583756010197448
61,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,101,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,23791,23791,208,28100,4016,449604,3583756010201688,3583710968037279,3583710968046239,3583756010321557
62,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,103,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,13230214,13230214,1600000,81600000,11659303,1305617456,3583756010345167,3583710968069439,3583710976380014,3583756018777730
63,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,105,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,27906,27906,208,30404,4374,486464,3583756018962508,3583710976479214,3583710976487854,3583756019103657
64,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,106,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,26533,26533,208,30404,4391,486464,3583756019112217,3583710976496974,3583710976505934,3583756019306035
65,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,108,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,12780155,12780155,1600000,81600000,11654760,1305614300,3583756019347964,3583710976529934,3583710984712188,3583756027521560
66,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,110,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,29766,29766,208,32708,4667,523328,3583756027687558,3583710984803548,3583710984812668,3583756027791277
67,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,111,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,26382,26382,208,32708,4670,523328,3583756027791357,3583710984821468,3583710984831548,3583756027890506
68,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,113,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,13299804,13299804,1600000,81600000,11655414,1305616464,3583756027927336,3583710984854108,3583710993210603,3583756036419868
69,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,115,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,30373,30373,208,35012,5221,560196,3583756036597287,3583710993306283,3583710993316043,3583756036711626
70,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,116,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,26538,26538,208,35012,5077,560192,3583756036711096,3583710993322123,3583710993332523,3583756036824865
71,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,118,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,13675368,13675368,1600000,81600000,11655278,1305614288,3583756036850284,3583710993353877,3583711002222527,3583756045592345
72,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,120,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,30234,30234,208,38468,5547,615488,3583756045730974,3583711002312127,3583711002322687,3583756045835373
73,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,121,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,29151,29151,208,38468,5727,615488,3583756045834662,3583711002329087,3583711002340287,3583756045934861
74,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,123,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,15558373,15558373,1600000,81600000,11658229,1305608296,3583756045975161,3583711002363327,3583711012248778,3583756055801511
75,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,125,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,31997,31997,208,41924,6008,670784,3583756055966780,3583711012350538,3583711012362058,3583756056080379
76,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,126,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,29746,29746,208,41924,6012,670784,3583756056078849,3583711012366858,3583711012380298,3583756056191648
77,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,128,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,17136282,17136282,1600000,81600000,11656975,1305611252,3583756056218868,3583711012403338,3583711023039190,3583756066987689
78,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,130,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,33557,33557,208,45380,6482,726080,3583756067150318,3583711023135510,3583711023147990,3583756067252517
79,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,131,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,32091,32091,208,45380,6517,726080,3583756067247317,3583711023152790,3583711023166230,3583756067341226
80,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,133,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,19060237,19060237,1600000,81600000,11660821,1305606556,3583756067381896,3583711023187670,3583711035065444,3583756079284987
81,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,135,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,34317,34317,208,48836,6800,781376,3583756079439036,3583711035156004,3583711035168964,3583756079541635
82,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,136,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,31344,31344,208,48836,7195,781376,3583756079537625,3583711035173764,3583711035188004,3583756079629734
83,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,138,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,20106826,20106826,1600000,81600000,11658263,1305605296,3583756079668733,3583711035209284,3583711047836978,3583756092203999
84,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,140,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,35670,35670,208,53444,7727,855104,3583756092504906,3583711047937138,3583711047951378,3583756092716504
85,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,141,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,35087,35087,208,53444,7794,855108,3583756092716544,3583711047956178,3583711047971698,3583756092831343
86,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,143,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,22027138,22027138,1600000,81600000,11658153,1305604260,3583756092870493,3583711048016498,3583711061624674,3583756106651347
87,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,145,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,38864,38864,208,58052,8218,928832,3583756106770686,3583711061717634,3583711061732354,3583756106883855
88,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,146,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,37959,37959,208,58052,8450,928832,3583756106877315,3583711061737154,3583711061753954,3583756106982564
89,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,148,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,23714212,23714212,1600000,81600000,11651327,1305604720,3583756107022114,3583711061795303,3583711076510846,3583756121738299
90,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,150,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,39506,39506,208,63812,9198,1020992,3583756121906608,3583711076637726,3583711076655326,3583756122020937
91,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,151,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,39648,39648,208,63812,9261,1020992,3583756122025217,3583711076660126,3583711076676446,3583756122131966
92,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,153,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,18415067,18415067,1600000,81600000,11660080,1305603760,3583756122170785,3583711076699486,3583711088894226,3583756133698260
93,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,155,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,44523,44523,208,69572,9866,1113152,3583756133865489,3583711088994546,3583711089012466,3583756133980588
94,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,156,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,43155,43155,208,69572,9999,1113152,3583756133973458,3583711089019186,3583711089036946,3583756134095047
95,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,158,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,42933966,42933966,1600000,81600000,11653942,1305601452,3583756134128686,3583711089071186,3583711113515546,3583756160379287
96,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,160,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,48234,48234,208,76484,10952,1223748,3583756160415266,3583711113623226,3583711113642266,3583756160628484
97,"initKernel(HIP_vector_type<float, 4u>*, unsigned long) ",2,0,161,3655037,3655037,13312,256,0,0,8,0,16,64,0x0,0x7f0a68ce4f00,45861,45861,208,76484,10997,1223744,3583756160628214,3583711113681626,3583711113703386,3583756160731723
98,"void sumKernel<24, 1024>(HIP_vector_type<float, 4u>*, HIP_vector_type<float, 4u> const*, int) ",2,0,163,3655037,3655037,102400000,1024,0,0,60,4,16,64,0x0,0x7f0a68ce4f40,39490751,39490751,1600000,81600000,11652370,1305601176,3583756160770673,3583711113745466,3583711136606143,3583756184951872
